CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome
200247,0,34.0,1,1,8.0,0.17755532139093783,1,2,4.0,0.11869225302061123,5.0,0,7.0,0,4,0,1.0,0.11869225302061123,20957.0
203916,1,38.0,1,1,9.0,0.17755532139093783,1,4,5.0,0.2959671907040328,3.0,0,8.0,1,3,0,3.0,0.2959671907040328,20768.0
203980,0,37.0,0,1,18.0,0.17755532139093783,1,4,5.0,0.11869225302061123,4.0,0,3.0,0,4,1,2.0,0.11869225302061123,25177.0
201089,0,37.0,1,1,9.0,0.17986896962477666,1,2,3.0,0.11869225302061123,3.0,1,2.0,0,1,0,0.0,0.11869225302061123,20207.0
203439,0,44.0,1,1,13.0,0.17986896962477666,0,4,5.0,0.11869225302061123,3.0,0,3.0,1,4,1,2.0,0.11869225302061123,22759.0
203500,1,29.0,0,3,7.0,0.26586102719033233,1,4,4.0,0.2959671907040328,3.0,0,5.0,0,3,1,1.0,0.2959671907040328,21587.0
203414,0,28.0,1,3,18.0,0.17986896962477666,0,4,2.0,0.2959671907040328,3.0,0,2.0,0,3,1,2.0,0.2959671907040328,21212.0
204149,0,44.0,1,3,23.0,0.17986896962477666,0,4,4.0,0.06296296296296296,3.0,1,7.0,1,3,0,0.0,0.06296296296296296,34742.0
200288,1,26.0,1,1,22.0,0.17986896962477666,1,2,3.0,0.2959671907040328,4.0,1,3.0,1,2,1,1.0,0.2959671907040328,17373.0
200930,0,51.0,0,1,12.0,0.17986896962477666,0,2,4.0,0.2959671907040328,3.0,0,1.0,0,5,1,1.0,0.2959671907040328,17838.0
202407,1,39.0,1,1,8.0,0.17755532139093783,0,3,3.0,0.2959671907040328,5.0,1,2.0,1,1,1,0.0,0.2959671907040328,32123.0
202753,0,32.0,1,1,12.0,0.26586102719033233,1,3,4.0,0.2959671907040328,3.0,0,2.0,1,4,0,2.0,0.2959671907040328,23499.0
203683,0,32.0,0,1,31.0,0.26586102719033233,0,2,4.0,0.11869225302061123,3.0,0,4.0,0,1,1,1.0,0.11869225302061123,23916.0
202439,1,48.0,1,3,8.0,0.17986896962477666,1,2,4.0,0.11869225302061123,4.0,0,1.0,1,1,1,0.0,0.11869225302061123,22898.0
203193,1,53.0,1,3,9.0,0.17986896962477666,0,3,6.0,0.08670520231213873,3.0,0,3.0,0,3,1,1.0,0.08670520231213873,38523.0
202242,0,56.0,0,1,15.0,0.17986896962477666,0,3,3.0,0.2959671907040328,3.0,1,3.0,0,1,1,0.0,0.2959671907040328,17942.0
200272,0,28.0,1,1,15.0,0.17986896962477666,1,3,3.0,0.2959671907040328,3.0,0,2.0,0,2,1,1.0,0.2959671907040328,17070.0
204878,1,35.0,1,1,17.0,0.17986896962477666,1,3,4.0,0.11869225302061123,5.0,0,3.0,0,4,0,1.0,0.11869225302061123,24803.0
202339,0,46.0,1,1,21.0,0.17755532139093783,1,2,3.0,0.08670520231213873,4.0,1,6.0,0,3,1,1.0,0.08670520231213873,34081.0
203382,0,59.0,1,1,30.0,0.17755532139093783,1,3,4.0,0.2959671907040328,3.0,1,3.0,0,3,1,2.0,0.2959671907040328,21050.0
200278,0,26.0,0,1,6.0,0.17755532139093783,0,2,3.0,0.11869225302061123,4.0,1,2.0,0,5,0,1.0,0.11869225302061123,21397.0
200952,1,31.0,0,3,6.0,0.17755532139093783,0,2,3.0,0.2959671907040328,4.0,0,2.0,1,5,1,1.0,0.2959671907040328,17302.0
204772,0,54.0,1,1,14.0,0.17986896962477666,0,3,4.0,0.08670520231213873,3.0,1,3.0,0,1,1,2.0,0.08670520231213873,37284.0
202328,0,53.0,1,1,13.0,0.17986896962477666,0,2,3.0,0.08670520231213873,3.0,1,4.0,0,1,1,1.0,0.08670520231213873,33606.0
203166,0,39.0,0,1,17.0,0.17986896962477666,1,4,4.0,0.2959671907040328,3.0,0,2.0,0,5,0,3.0,0.2959671907040328,21362.0
200942,0,36.0,1,1,16.0,0.26586102719033233,0,3,3.0,0.1624790619765494,3.0,0,4.0,0,3,0,2.0,0.1624790619765494,22094.0
203532,0,43.0,1,1,9.0,0.17986896962477666,1,4,5.0,0.2959671907040328,4.0,1,6.0,0,1,1,3.0,0.2959671907040328,23519.0
204677,0,35.0,1,3,17.0,0.17755532139093783,0,3,4.0,0.2959671907040328,3.0,1,3.0,1,1,0,2.0,0.2959671907040328,20898.0
202481,0,36.0,1,3,9.0,0.17986896962477666,0,4,4.0,0.2959671907040328,3.0,0,3.0,0,2,1,1.0,0.2959671907040328,20692.0
204561,0,36.0,1,1,32.0,0.26586102719033233,1,4,5.0,0.1624790619765494,4.0,1,5.0,0,3,1,2.0,0.1624790619765494,29581.0
201698,0,35.0,0,3,6.0,0.17986896962477666,0,3,3.0,0.1624790619765494,3.0,0,2.0,0,5,1,0.0,0.1624790619765494,23789.0
204607,1,37.0,1,3,10.0,0.17755532139093783,1,3,5.0,0.1624790619765494,3.0,1,3.0,1,1,1,1.0,0.1624790619765494,29003.0
202840,0,44.0,1,1,15.0,0.17755532139093783,0,4,4.0,0.11869225302061123,3.0,1,6.0,1,2,0,1.0,0.11869225302061123,23200.0
204680,0,51.0,1,1,9.0,0.17986896962477666,1,4,4.0,0.08670520231213873,3.0,1,3.0,1,1,1,3.0,0.08670520231213873,37915.0
204346,0,35.0,1,1,9.0,0.17755532139093783,1,4,5.0,0.2959671907040328,3.0,1,5.0,0,5,1,3.0,0.2959671907040328,21446.0
200985,1,31.0,1,1,28.0,0.17986896962477666,1,3,3.0,0.11869225302061123,3.0,0,2.0,1,5,1,0.0,0.11869225302061123,21179.0
203333,0,28.0,1,1,21.0,0.17755532139093783,1,3,4.0,0.2959671907040328,5.0,0,3.0,1,4,1,1.0,0.2959671907040328,20913.0
203922,0,39.0,0,1,30.0,0.17755532139093783,1,3,5.0,0.1624790619765494,3.0,0,2.0,0,3,1,1.0,0.1624790619765494,28204.0
204006,0,31.0,1,3,11.0,0.17986896962477666,0,4,5.0,0.11869225302061123,4.0,1,3.0,1,3,1,1.0,0.11869225302061123,23887.0
204672,0,60.0,1,3,7.0,0.26586102719033233,1,4,4.0,0.1624790619765494,3.0,1,5.0,1,1,1,1.0,0.1624790619765494,30582.0
200981,1,35.0,0,3,18.0,0.17986896962477666,0,3,3.0,0.11869225302061123,3.0,0,1.0,1,5,1,2.0,0.11869225302061123,19614.0
202399,1,37.0,0,3,19.0,0.26586102719033233,0,2,3.0,0.11869225302061123,4.0,0,6.0,0,3,1,0.0,0.11869225302061123,24118.0
204453,0,51.0,1,3,15.0,0.17986896962477666,1,3,4.0,0.2959671907040328,4.0,1,2.0,0,1,0,2.0,0.2959671907040328,22553.0
203984,0,60.0,0,3,7.0,0.17755532139093783,0,3,5.0,0.11869225302061123,3.0,0,2.0,0,5,1,1.0,0.11869225302061123,24151.0
202829,1,31.0,0,1,11.0,0.26586102719033233,1,3,4.0,0.2959671907040328,3.0,0,20.0,1,4,1,2.0,0.2959671907040328,20963.0
204111,0,43.0,0,1,28.0,0.17986896962477666,0,3,4.0,0.11869225302061123,3.0,1,4.0,0,1,0,1.0,0.11869225302061123,23943.0
203778,0,28.0,0,1,22.0,0.17755532139093783,0,4,5.0,0.2959671907040328,5.0,1,2.0,0,4,1,1.0,0.2959671907040328,23452.0
201457,0,40.0,1,1,8.0,0.17986896962477666,0,3,3.0,0.2959671907040328,3.0,1,3.0,0,1,1,1.0,0.2959671907040328,17001.0
201395,1,31.0,0,3,32.0,0.17986896962477666,1,3,3.0,0.11869225302061123,3.0,1,2.0,1,3,0,1.0,0.11869225302061123,20617.0
200264,1,35.0,1,1,8.0,0.17755532139093783,1,3,3.0,0.2959671907040328,3.0,0,3.0,0,4,1,1.0,0.2959671907040328,18485.0
202305,0,35.0,1,2,8.0,0.26586102719033233,1,3,3.0,0.2959671907040328,3.0,0,2.0,0,5,0,1.0,0.2959671907040328,17187.0
200929,0,33.0,0,1,8.0,0.17755532139093783,1,2,4.0,0.2959671907040328,3.0,0,2.0,1,4,1,0.0,0.2959671907040328,17592.0
202943,0,34.0,1,3,15.0,0.17986896962477666,1,3,4.0,0.11869225302061123,3.0,1,2.0,0,2,1,2.0,0.11869225302061123,25782.0
204258,0,36.0,1,1,12.0,0.26586102719033233,1,4,4.0,0.1624790619765494,4.0,0,2.0,0,3,1,2.0,0.1624790619765494,26773.0
200246,0,33.0,1,1,11.0,0.17755532139093783,0,3,4.0,0.2959671907040328,3.0,0,2.0,0,2,0,2.0,0.2959671907040328,17911.0
204656,0,51.0,1,1,16.0,0.17755532139093783,1,4,4.0,0.2959671907040328,3.0,1,6.0,0,5,1,3.0,0.2959671907040328,21058.0
201758,1,26.0,1,1,22.0,0.17986896962477666,1,2,3.0,0.2959671907040328,4.0,1,3.0,1,1,1,0.0,0.2959671907040328,17373.0
204757,0,27.0,1,1,10.0,0.17986896962477666,1,3,2.0,0.2959671907040328,3.0,1,3.0,0,5,1,2.0,0.2959671907040328,23098.0
202702,0,52.0,1,1,7.0,0.17755532139093783,1,4,4.0,0.2959671907040328,3.0,0,3.0,0,4,1,1.0,0.2959671907040328,21401.0
200923,0,34.0,0,2,11.0,0.17755532139093783,1,2,4.0,0.11869225302061123,4.0,0,5.0,0,5,0,1.0,0.11869225302061123,19490.0
203515,0,50.0,1,1,10.0,0.17986896962477666,0,3,5.0,0.11869225302061123,5.0,0,6.0,0,3,1,2.0,0.11869225302061123,23467.0
200268,0,45.0,1,1,26.0,0.17986896962477666,1,3,3.0,0.06296296296296296,3.0,0,1.0,1,3,0,0.0,0.06296296296296296,28496.0
200669,1,39.0,1,1,12.0,0.17986896962477666,1,3,3.0,0.2959671907040328,5.0,0,1.0,1,2,1,1.0,0.2959671907040328,17404.0
204459,0,31.0,1,3,34.0,0.17986896962477666,1,4,4.0,0.11869225302061123,3.0,1,2.0,0,3,1,3.0,0.11869225302061123,23982.0
201910,1,34.0,0,2,29.0,0.17755532139093783,0,2,3.0,0.1624790619765494,5.0,1,1.0,1,3,1,0.0,0.1624790619765494,24950.0
203688,0,31.0,0,1,9.0,0.26586102719033233,0,4,5.0,0.2959671907040328,5.0,0,2.0,0,3,0,2.0,0.2959671907040328,23646.0
201152,0,21.0,1,1,11.0,0.17986896962477666,1,3,3.0,0.2959671907040328,3.0,0,2.0,0,1,1,1.0,0.2959671907040328,18117.0
204711,1,27.0,1,1,28.0,0.17986896962477666,1,3,4.0,0.2959671907040328,3.0,1,3.0,0,5,1,1.0,0.2959671907040328,21055.0
203322,0,43.0,0,2,9.0,0.17986896962477666,1,4,2.0,0.11869225302061123,5.0,0,2.0,0,2,0,3.0,0.11869225302061123,24950.0
204150,1,34.0,1,1,9.0,0.17755532139093783,0,3,4.0,0.2959671907040328,5.0,1,2.0,0,3,1,2.0,0.2959671907040328,21385.0
203725,1,36.0,1,3,34.0,0.17755532139093783,1,3,4.0,0.11869225302061123,3.0,0,3.0,1,5,0,1.0,0.11869225302061123,24491.0
203620,0,50.0,1,1,29.0,0.17755532139093783,0,4,4.0,0.06296296296296296,4.0,1,5.0,0,4,0,0.0,0.06296296296296296,35091.0
202865,1,30.0,1,1,32.0,0.26586102719033233,0,4,5.0,0.2959671907040328,4.0,0,7.0,0,3,0,3.0,0.2959671907040328,21224.0
201915,0,55.0,1,3,24.0,0.17755532139093783,0,2,3.0,0.06296296296296296,4.0,0,4.0,0,1,1,0.0,0.06296296296296296,31835.0
200612,0,28.0,1,3,11.0,0.17986896962477666,0,2,3.0,0.11869225302061123,4.0,0,2.0,1,3,1,0.0,0.11869225302061123,19779.0
203691,0,32.0,1,3,12.0,0.26586102719033233,1,3,4.0,0.11869225302061123,3.0,1,3.0,0,5,0,2.0,0.11869225302061123,27024.0
203404,0,42.0,0,3,7.0,0.17986896962477666,0,4,4.0,0.11869225302061123,5.0,1,2.0,0,3,0,2.0,0.11869225302061123,22781.0
201898,0,47.0,1,1,8.0,0.17986896962477666,0,3,3.0,0.11869225302061123,3.0,1,6.0,0,1,0,0.0,0.11869225302061123,20070.0
201649,0,38.0,1,1,15.0,0.17755532139093783,0,3,3.0,0.2959671907040328,3.0,0,2.0,0,1,1,2.0,0.2959671907040328,17288.0
203192,1,27.0,0,3,36.0,0.17986896962477666,1,4,6.0,0.11869225302061123,5.0,0,2.0,0,3,0,1.0,0.11869225302061123,23647.0
200258,0,51.0,1,1,6.0,0.17755532139093783,1,3,3.0,0.2959671907040328,3.0,0,2.0,0,4,1,0.0,0.2959671907040328,17723.0
200847,0,34.0,0,1,6.0,0.17986896962477666,1,3,4.0,0.11869225302061123,5.0,0,1.0,0,2,1,2.0,0.11869225302061123,20343.0
204159,0,32.0,0,1,10.0,0.17986896962477666,1,4,4.0,0.1624790619765494,3.0,1,2.0,0,4,1,1.0,0.1624790619765494,32353.0
201233,0,30.0,1,1,22.0,0.17755532139093783,1,2,3.0,0.2959671907040328,3.0,1,2.0,0,1,0,0.0,0.2959671907040328,17862.0
201127,0,23.0,1,1,16.0,0.26586102719033233,1,2,1.0,0.2959671907040328,3.0,1,3.0,0,1,1,0.0,0.2959671907040328,17073.0
201967,0,44.0,1,1,9.0,0.17755532139093783,1,2,3.0,0.08670520231213873,3.0,1,5.0,1,1,0,1.0,0.08670520231213873,34513.0
200558,0,32.0,0,1,30.0,0.17755532139093783,1,3,3.0,0.11869225302061123,3.0,0,2.0,0,4,1,0.0,0.11869225302061123,20309.0
203752,0,39.0,1,3,9.0,0.17986896962477666,0,4,6.0,0.11869225302061123,3.0,1,4.0,1,3,0,1.0,0.11869225302061123,24083.0
200484,0,31.0,1,3,12.0,0.17986896962477666,1,3,2.0,0.11869225302061123,3.0,1,5.0,0,5,1,2.0,0.11869225302061123,20460.0
201320,0,42.0,0,1,16.0,0.26586102719033233,1,2,3.0,0.2959671907040328,3.0,1,4.0,0,4,1,0.0,0.2959671907040328,17936.0
204293,0,56.0,1,1,9.0,0.17755532139093783,0,4,4.0,0.06296296296296296,3.0,0,4.0,1,5,0,0.0,0.06296296296296296,35337.0
200007,0,30.0,1,1,30.0,0.17755532139093783,1,3,3.0,0.2959671907040328,3.0,1,2.0,0,2,0,1.0,0.2959671907040328,17693.0
203154,0,34.0,0,3,24.0,0.17755532139093783,1,3,4.0,0.06296296296296296,3.0,0,3.0,0,3,1,2.0,0.06296296296296296,36122.0
204470,0,54.0,1,1,13.0,0.17755532139093783,1,3,4.0,0.11869225302061123,3.0,0,4.0,0,5,1,2.0,0.11869225302061123,21128.0
201450,0,35.0,1,2,32.0,0.17755532139093783,0,2,3.0,0.1624790619765494,3.0,0,2.0,1,1,1,0.0,0.1624790619765494,23837.0
203826,0,32.0,0,1,10.0,0.17986896962477666,1,3,4.0,0.2959671907040328,5.0,1,3.0,1,1,0,1.0,0.2959671907040328,21743.0
201814,0,35.0,1,1,11.0,0.26586102719033233,1,3,3.0,0.1624790619765494,4.0,0,1.0,0,3,1,1.0,0.1624790619765494,23095.0
200773,0,36.0,1,1,18.0,0.17986896962477666,0,2,4.0,0.1624790619765494,3.0,0,1.0,0,2,1,0.0,0.1624790619765494,23858.0
201011,0,36.0,1,3,9.0,0.17986896962477666,0,2,3.0,0.11869225302061123,4.0,0,4.0,1,4,0,1.0,0.11869225302061123,24278.0
202710,0,32.0,1,1,30.0,0.17986896962477666,1,4,5.0,0.11869225302061123,3.0,0,2.0,0,3,1,2.0,0.11869225302061123,24260.0
203944,0,34.0,1,1,9.0,0.17986896962477666,1,4,4.0,0.2959671907040328,3.0,0,6.0,0,3,0,3.0,0.2959671907040328,21174.0
201991,0,27.0,0,3,15.0,0.17986896962477666,0,3,1.0,0.11869225302061123,3.0,1,2.0,1,1,1,0.0,0.11869225302061123,19647.0
204043,0,50.0,1,1,27.0,0.17986896962477666,0,4,4.0,0.11869225302061123,5.0,1,3.0,0,1,1,1.0,0.11869225302061123,25245.0
201783,0,33.0,0,1,11.0,0.17755532139093783,0,3,3.0,0.1624790619765494,4.0,1,7.0,0,3,1,1.0,0.1624790619765494,26878.0
202986,0,39.0,1,1,7.0,0.17755532139093783,0,3,4.0,0.1624790619765494,3.0,0,6.0,1,2,0,2.0,0.1624790619765494,26539.0
200446,0,41.0,0,3,16.0,0.17755532139093783,1,2,3.0,0.11869225302061123,3.0,0,1.0,0,2,0,1.0,0.11869225302061123,21230.0
200880,0,32.0,0,1,19.0,0.17755532139093783,0,3,4.0,0.2959671907040328,4.0,0,2.0,0,5,0,0.0,0.2959671907040328,17743.0
204363,0,40.0,0,1,15.0,0.17755532139093783,0,3,4.0,0.2959671907040328,3.0,1,3.0,0,1,1,2.0,0.2959671907040328,22433.0
200781,0,24.0,1,1,6.0,0.17986896962477666,1,2,4.0,0.2959671907040328,5.0,0,2.0,0,3,0,1.0,0.2959671907040328,17436.0
201749,0,50.0,1,1,10.0,0.17755532139093783,1,3,3.0,0.08670520231213873,4.0,1,4.0,0,5,0,1.0,0.08670520231213873,34144.0
204773,0,30.0,1,1,22.0,0.17755532139093783,0,4,6.0,0.2959671907040328,3.0,1,2.0,1,5,1,2.0,0.2959671907040328,20846.0
200883,0,33.0,1,1,15.0,0.17986896962477666,1,2,3.0,0.2959671907040328,3.0,0,1.0,0,2,1,0.0,0.2959671907040328,17781.0
202374,1,48.0,1,1,21.0,0.17986896962477666,0,3,3.0,0.1624790619765494,3.0,1,2.0,0,3,0,0.0,0.1624790619765494,33265.0
201091,0,33.0,1,1,8.0,0.17755532139093783,1,2,4.0,0.11869225302061123,4.0,0,2.0,0,1,0,1.0,0.11869225302061123,20373.0
202825,0,31.0,1,3,9.0,0.26586102719033233,1,4,4.0,0.2959671907040328,4.0,0,3.0,0,3,1,3.0,0.2959671907040328,21154.0
200531,0,32.0,1,1,9.0,0.17755532139093783,0,2,3.0,0.1624790619765494,3.0,0,4.0,0,2,1,1.0,0.1624790619765494,26159.0
203867,0,23.0,1,1,7.0,0.17755532139093783,1,4,4.0,0.2959671907040328,3.0,0,2.0,0,3,0,3.0,0.2959671907040328,22053.0
203198,0,34.0,0,3,15.0,0.17755532139093783,0,3,5.0,0.2959671907040328,3.0,0,2.0,0,2,1,2.0,0.2959671907040328,21020.0
204832,1,52.0,0,1,35.0,0.17755532139093783,1,4,5.0,0.11869225302061123,3.0,0,5.0,0,3,0,1.0,0.11869225302061123,38525.0
201727,0,40.0,1,1,8.0,0.17986896962477666,1,2,3.0,0.08670520231213873,3.0,1,1.0,0,5,1,0.0,0.08670520231213873,34436.0
200610,0,27.0,1,1,11.0,0.26586102719033233,1,2,4.0,0.1624790619765494,3.0,1,2.0,1,3,0,0.0,0.1624790619765494,27808.0
200570,0,52.0,0,1,11.0,0.17986896962477666,1,2,3.0,0.2959671907040328,3.0,0,1.0,0,3,1,0.0,0.2959671907040328,17430.0
202569,0,27.0,1,1,13.0,0.17755532139093783,0,3,5.0,0.2959671907040328,4.0,0,3.0,0,3,1,1.0,0.2959671907040328,21046.0
204696,0,31.0,1,1,27.0,0.17755532139093783,1,3,4.0,0.11869225302061123,5.0,1,2.0,0,4,0,2.0,0.11869225302061123,28635.0
200343,0,29.0,1,3,16.0,0.17986896962477666,0,2,4.0,0.11869225302061123,4.0,1,2.0,1,5,0,1.0,0.11869225302061123,23268.0
202883,1,32.0,0,1,27.0,0.17755532139093783,1,4,4.0,0.1624790619765494,3.0,0,5.0,0,3,1,1.0,0.1624790619765494,28502.0
204340,0,31.0,0,1,9.0,0.17986896962477666,0,3,4.0,0.2959671907040328,3.0,0,2.0,0,4,1,1.0,0.2959671907040328,21242.0
200434,0,31.0,1,1,15.0,0.17755532139093783,1,2,3.0,0.1624790619765494,4.0,1,2.0,0,3,1,1.0,0.1624790619765494,25648.0
201903,0,46.0,1,3,16.0,0.17986896962477666,0,3,4.0,0.1624790619765494,3.0,1,3.0,1,1,0,0.0,0.1624790619765494,24071.0
203655,0,38.0,0,3,7.0,0.17986896962477666,1,3,6.0,0.11869225302061123,3.0,1,3.0,0,1,0,2.0,0.11869225302061123,28203.0
202295,0,29.0,1,1,14.0,0.17986896962477666,1,3,4.0,0.11869225302061123,3.0,1,2.0,1,3,1,1.0,0.11869225302061123,20056.0
202069,0,36.0,1,2,19.0,0.17755532139093783,1,2,3.0,0.2959671907040328,4.0,1,5.0,0,3,1,1.0,0.2959671907040328,17143.0
201537,0,45.0,1,1,13.0,0.17755532139093783,1,2,3.0,0.1624790619765494,5.0,1,3.0,0,3,0,0.0,0.1624790619765494,24724.0
202167,0,29.0,0,3,26.0,0.26586102719033233,0,2,3.0,0.2959671907040328,3.0,1,2.0,0,3,0,1.0,0.2959671907040328,17157.0
202395,1,42.0,0,1,7.0,0.17755532139093783,0,3,1.0,0.1624790619765494,4.0,0,2.0,0,3,1,0.0,0.1624790619765494,17372.0
201517,0,37.0,1,1,25.0,0.17755532139093783,1,3,3.0,0.2959671907040328,4.0,1,5.0,0,4,0,1.0,0.2959671907040328,18022.0
200965,0,38.0,1,1,25.0,0.17986896962477666,1,3,3.0,0.2959671907040328,3.0,0,4.0,0,5,1,2.0,0.2959671907040328,18669.0
204310,0,44.0,1,1,15.0,0.17755532139093783,0,4,4.0,0.11869225302061123,3.0,1,6.0,1,1,1,1.0,0.11869225302061123,23200.0
200528,1,50.0,0,3,14.0,0.26586102719033233,1,2,3.0,0.11869225302061123,3.0,0,4.0,1,5,1,0.0,0.11869225302061123,21796.0
200176,0,33.0,1,1,8.0,0.17755532139093783,1,2,3.0,0.2959671907040328,3.0,0,1.0,0,3,0,1.0,0.2959671907040328,17500.0
203347,0,30.0,1,1,14.0,0.17755532139093783,1,3,4.0,0.11869225302061123,3.0,1,3.0,1,3,0,1.0,0.11869225302061123,25301.0
202447,0,34.0,0,1,10.0,0.17755532139093783,0,3,4.0,0.2959671907040328,3.0,0,3.0,1,5,1,2.0,0.2959671907040328,21587.0
204204,0,50.0,0,1,17.0,0.17755532139093783,0,3,4.0,0.08670520231213873,5.0,0,3.0,1,3,0,2.0,0.08670520231213873,37343.0
200572,0,29.0,1,1,28.0,0.17986896962477666,0,3,3.0,0.11869225302061123,3.0,0,5.0,0,2,1,0.0,0.11869225302061123,20121.0
202211,0,42.0,1,3,11.0,0.17986896962477666,1,2,3.0,0.08670520231213873,3.0,1,7.0,0,4,0,1.0,0.08670520231213873,33303.0
204480,1,48.0,0,3,34.0,0.17755532139093783,0,4,2.0,0.11869225302061123,3.0,0,6.0,1,4,0,2.0,0.11869225302061123,25075.0
202367,0,59.0,1,3,9.0,0.17755532139093783,0,2,4.0,0.11869225302061123,3.0,0,6.0,0,3,0,0.0,0.11869225302061123,20171.0
203089,1,30.0,1,3,7.0,0.17986896962477666,0,3,5.0,0.2959671907040328,3.0,1,8.0,1,2,0,2.0,0.2959671907040328,21478.0
202483,0,34.0,0,3,7.0,0.17755532139093783,0,3,3.0,0.11869225302061123,5.0,0,4.0,0,3,1,1.0,0.11869225302061123,24054.0
203541,0,25.0,1,1,28.0,0.26586102719033233,1,3,5.0,0.2959671907040328,5.0,1,2.0,0,3,0,1.0,0.2959671907040328,20974.0
202651,0,37.0,0,1,25.0,0.17986896962477666,0,4,4.0,0.2959671907040328,3.0,0,3.0,0,3,1,3.0,0.2959671907040328,20831.0
200383,0,22.0,1,1,17.0,0.17986896962477666,0,2,3.0,0.2959671907040328,4.0,0,2.0,0,2,1,0.0,0.2959671907040328,17244.0
200852,0,29.0,1,1,12.0,0.17986896962477666,0,2,3.0,0.2959671907040328,3.0,0,2.0,0,3,0,0.0,0.2959671907040328,18131.0
201880,0,30.0,1,1,8.0,0.17755532139093783,0,2,5.0,0.11869225302061123,3.0,0,3.0,0,1,1,0.0,0.11869225302061123,21091.0
200370,1,21.0,1,3,18.0,0.17755532139093783,0,2,2.0,0.2959671907040328,4.0,0,2.0,0,5,0,1.0,0.2959671907040328,17716.0
202288,0,31.0,0,3,26.0,0.17755532139093783,1,3,1.0,0.2959671907040328,3.0,1,1.0,0,5,1,0.0,0.2959671907040328,17791.0
204230,0,50.0,1,1,7.0,0.26586102719033233,0,3,5.0,0.06296296296296296,3.0,0,2.0,1,3,0,1.0,0.06296296296296296,32642.0
201105,0,33.0,1,3,14.0,0.17755532139093783,1,2,3.0,0.11869225302061123,5.0,1,3.0,0,5,1,0.0,0.11869225302061123,21392.0
202473,0,47.0,1,3,9.0,0.17986896962477666,0,3,4.0,0.08670520231213873,5.0,0,3.0,0,2,0,2.0,0.08670520231213873,37625.0
203793,0,27.0,1,1,7.0,0.17755532139093783,0,3,5.0,0.2959671907040328,3.0,1,3.0,1,4,0,1.0,0.2959671907040328,21611.0
201336,0,55.0,1,1,8.0,0.26586102719033233,1,3,4.0,0.2959671907040328,3.0,1,1.0,0,5,0,0.0,0.2959671907040328,17662.0
204644,0,31.0,1,1,15.0,0.17755532139093783,0,4,2.0,0.1624790619765494,5.0,1,2.0,1,1,0,3.0,0.1624790619765494,30094.0
204234,0,28.0,1,3,9.0,0.17755532139093783,1,4,4.0,0.11869225302061123,3.0,0,3.0,1,4,0,2.0,0.11869225302061123,23156.0
202818,0,29.0,1,3,16.0,0.17755532139093783,1,4,4.0,0.11869225302061123,3.0,0,3.0,0,3,1,1.0,0.11869225302061123,23931.0
204741,0,29.0,0,1,13.0,0.17755532139093783,1,3,5.0,0.2959671907040328,3.0,1,3.0,1,4,1,2.0,0.2959671907040328,21381.0
201171,1,40.0,1,1,13.0,0.17755532139093783,1,3,3.0,0.2959671907040328,5.0,0,4.0,1,3,0,1.0,0.2959671907040328,17166.0
202650,0,23.0,1,1,12.0,0.17755532139093783,1,3,3.0,0.2959671907040328,4.0,1,3.0,1,4,0,1.0,0.2959671907040328,21006.0
202592,0,42.0,1,1,16.0,0.17755532139093783,1,4,4.0,0.2959671907040328,5.0,0,4.0,0,2,0,3.0,0.2959671907040328,20916.0
201422,0,35.0,1,1,17.0,0.17986896962477666,1,2,3.0,0.2959671907040328,3.0,1,1.0,1,5,0,0.0,0.2959671907040328,17660.0
202251,0,59.0,1,1,6.0,0.17986896962477666,1,2,4.0,0.2959671907040328,5.0,1,2.0,0,3,1,1.0,0.2959671907040328,18452.0
204108,0,46.0,0,1,9.0,0.17986896962477666,1,4,5.0,0.06296296296296296,3.0,1,2.0,0,4,1,0.0,0.06296296296296296,35470.0
201464,0,26.0,1,3,11.0,0.17755532139093783,0,1,4.0,0.2959671907040328,3.0,0,1.0,0,1,0,0.0,0.2959671907040328,17966.0
200874,0,37.0,1,1,13.0,0.17755532139093783,1,2,3.0,0.11869225302061123,3.0,1,2.0,0,5,1,1.0,0.11869225302061123,18491.0
203471,0,35.0,1,1,7.0,0.17755532139093783,0,3,5.0,0.2959671907040328,4.0,0,7.0,0,1,1,2.0,0.2959671907040328,21972.0
204247,0,44.0,1,1,14.0,0.17755532139093783,0,3,4.0,0.1624790619765494,5.0,1,2.0,0,5,1,1.0,0.1624790619765494,28663.0
201251,0,30.0,1,3,21.0,0.17986896962477666,1,3,4.0,0.1624790619765494,5.0,1,3.0,0,1,0,2.0,0.1624790619765494,22140.0
202284,0,40.0,1,1,20.0,0.17986896962477666,1,2,4.0,0.08670520231213873,3.0,0,2.0,0,3,1,1.0,0.08670520231213873,34626.0
200840,0,35.0,1,1,6.0,0.17986896962477666,1,2,4.0,0.2959671907040328,3.0,0,7.0,0,2,1,1.0,0.2959671907040328,17258.0
202952,0,36.0,1,1,13.0,0.17755532139093783,1,3,6.0,0.11869225302061123,3.0,0,3.0,0,5,1,1.0,0.11869225302061123,25324.0
